2018120316,nba.g.2073921,nba.t.16,nba.t.10,https://sports.yahoo.com/nba/houston-rockets-minnesota-timberwolves-2018120316/,Tue, 04 Dec 2018 01:00:00,7264
2018120303,nba.g.2074571,nba.t.3,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-new-orleans-pelicans-2018120303/,Tue, 04 Dec 2018 01:00:00,7264
2018120411,nba.g.2073836,nba.t.11,nba.t.4,https://sports.yahoo.com/nba/chicago-bulls-indiana-pacers-2018120411/,Wed, 05 Dec 2018 00:00:00,7275
2018120414,nba.g.2074348,nba.t.14,nba.t.19,https://sports.yahoo.com/nba/orlando-magic-miami-heat-2018120414/,Wed, 05 Dec 2018 00:30:00,7275
2018120406,nba.g.2074323,nba.t.6,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-dallas-mavericks-2018120406/,Wed, 05 Dec 2018 01:30:00,7275
2018120426,nba.g.2074240,nba.t.26,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-utah-jazz-2018120426/,Wed, 05 Dec 2018 02:00:00,7275
2018120421,nba.g.2074707,nba.t.21,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-phoenix-suns-2018120421/,Wed, 05 Dec 2018 02:00:00,7275
2018120406,nba.g.2074323,nba.t.6,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-dallas-mavericks-2018120406/,Wed, 05 Dec 2018 01:30:00,7276
2018120426,nba.g.2074240,nba.t.26,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-utah-jazz-2018120426/,Wed, 05 Dec 2018 02:00:00,7276
2018120421,nba.g.2074707,nba.t.21,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-phoenix-suns-2018120421/,Wed, 05 Dec 2018 02:00:00,7276
2018120426,nba.g.2074240,nba.t.26,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-utah-jazz-2018120426/,Wed, 05 Dec 2018 02:00:00,7277
2018120421,nba.g.2074707,nba.t.21,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-phoenix-suns-2018120421/,Wed, 05 Dec 2018 02:00:00,7277
2018120505,nba.g.2073677,nba.t.5,nba.t.9,https://sports.yahoo.com/nba/golden-state-warriors-cleveland-cavaliers-2018120505/,Thu, 06 Dec 2018 00:00:00,7282
2018120519,nba.g.2073965,nba.t.19,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-orlando-magic-2018120519/,Thu, 06 Dec 2018 00:00:00,7282
2018120517,nba.g.2074115,nba.t.17,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-brooklyn-nets-2018120517/,Thu, 06 Dec 2018 00:30:00,7282
2018120501,nba.g.2074549,nba.t.1,nba.t.27,https://sports.yahoo.com/nba/washington-wizards-atlanta-hawks-2018120501/,Thu, 06 Dec 2018 00:30:00,7282
2018120515,nba.g.2073735,nba.t.15,nba.t.8,https://sports.yahoo.com/nba/detroit-pistons-milwaukee-bucks-2018120515/,Thu, 06 Dec 2018 01:00:00,7282
2018120516,nba.g.2073928,nba.t.16,nba.t.30,https://sports.yahoo.com/nba/charlotte-hornets-minnesota-timberwolves-2018120516/,Thu, 06 Dec 2018 01:00:00,7282
2018120529,nba.g.2074131,nba.t.29,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-memphis-grizzlies-2018120529/,Thu, 06 Dec 2018 01:00:00,7282
2018120528,nba.g.2074358,nba.t.28,nba.t.20,https://sports.yahoo.com/nba/philadelphia-76ers-toronto-raptors-2018120528/,Thu, 06 Dec 2018 01:00:00,7282
2018120503,nba.g.2074575,nba.t.3,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-new-orleans-pelicans-2018120503/,Thu, 06 Dec 2018 01:00:00,7282
2018120513,nba.g.2073679,nba.t.13,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-los-angeles-lakers-2018120513/,Thu, 06 Dec 2018 03:30:00,7282
2018120515,nba.g.2073735,nba.t.15,nba.t.8,https://sports.yahoo.com/nba/detroit-pistons-milwaukee-bucks-2018120515/,Thu, 06 Dec 2018 01:00:00,7283
2018120516,nba.g.2073928,nba.t.16,nba.t.30,https://sports.yahoo.com/nba/charlotte-hornets-minnesota-timberwolves-2018120516/,Thu, 06 Dec 2018 01:00:00,7283
2018120529,nba.g.2074131,nba.t.29,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-memphis-grizzlies-2018120529/,Thu, 06 Dec 2018 01:00:00,7283
2018120528,nba.g.2074358,nba.t.28,nba.t.20,https://sports.yahoo.com/nba/philadelphia-76ers-toronto-raptors-2018120528/,Thu, 06 Dec 2018 01:00:00,7283
2018120503,nba.g.2074575,nba.t.3,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-new-orleans-pelicans-2018120503/,Thu, 06 Dec 2018 01:00:00,7283
2018120513,nba.g.2073679,nba.t.13,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-los-angeles-lakers-2018120513/,Thu, 06 Dec 2018 03:30:00,7283
2018120602,nba.g.2074223,nba.t.2,nba.t.18,https://sports.yahoo.com/nba/new-york-knicks-boston-celtics-2018120602/,Fri, 07 Dec 2018 01:00:00,7287
2018120622,nba.g.2074117,nba.t.22,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-portland-trail-blazers-2018120622/,Fri, 07 Dec 2018 03:00:00,7287
2018120626,nba.g.2074249,nba.t.26,nba.t.10,https://sports.yahoo.com/nba/houston-rockets-utah-jazz-2018120626/,Fri, 07 Dec 2018 03:30:00,7287
2018120622,nba.g.2074117,nba.t.22,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-portland-trail-blazers-2018120622/,Fri, 07 Dec 2018 03:00:00,7288
2018120626,nba.g.2074249,nba.t.26,nba.t.10,https://sports.yahoo.com/nba/houston-rockets-utah-jazz-2018120626/,Fri, 07 Dec 2018 03:30:00,7288
2018120730,nba.g.2073862,nba.t.30,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-charlotte-hornets-2018120730/,Sat, 08 Dec 2018 00:00:00,7293
2018120719,nba.g.2073968,nba.t.19,nba.t.11,https://sports.yahoo.com/nba/indiana-pacers-orlando-magic-2018120719/,Sat, 08 Dec 2018 00:00:00,7293
2018120708,nba.g.2074365,nba.t.8,nba.t.20,https://sports.yahoo.com/nba/philadelphia-76ers-detroit-pistons-2018120708/,Sat, 08 Dec 2018 00:00:00,7293
2018120705,nba.g.2073682,nba.t.5,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-cleveland-cavaliers-2018120705/,Sat, 08 Dec 2018 00:30:00,7293
2018120717,nba.g.2074118,nba.t.17,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-brooklyn-nets-2018120717/,Sat, 08 Dec 2018 00:30:00,7293
2018120704,nba.g.2073661,nba.t.4,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-chicago-bulls-2018120704/,Sat, 08 Dec 2018 01:00:00,7293
2018120703,nba.g.2074579,nba.t.3,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-new-orleans-pelicans-2018120703/,Sat, 08 Dec 2018 01:00:00,7293
2018120724,nba.g.2074817,nba.t.24,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-san-antonio-spurs-2018120724/,Sat, 08 Dec 2018 01:30:00,7293
2018120721,nba.g.2074712,nba.t.21,nba.t.14,https://sports.yahoo.com/nba/miami-heat-phoenix-suns-2018120721/,Sat, 08 Dec 2018 02:00:00,7293
2018120715,nba.g.2073738,nba.t.15,nba.t.9,https://sports.yahoo.com/nba/golden-state-warriors-milwaukee-bucks-2018120715/,Sat, 08 Dec 2018 02:30:00,7293
2018120704,nba.g.2073661,nba.t.4,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-chicago-bulls-2018120704/,Sat, 08 Dec 2018 01:00:00,7294
2018120703,nba.g.2074579,nba.t.3,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-new-orleans-pelicans-2018120703/,Sat, 08 Dec 2018 01:00:00,7294
2018120724,nba.g.2074817,nba.t.24,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-san-antonio-spurs-2018120724/,Sat, 08 Dec 2018 01:30:00,7294
2018120721,nba.g.2074712,nba.t.21,nba.t.14,https://sports.yahoo.com/nba/miami-heat-phoenix-suns-2018120721/,Sat, 08 Dec 2018 02:00:00,7294
2018120715,nba.g.2073738,nba.t.15,nba.t.9,https://sports.yahoo.com/nba/golden-state-warriors-milwaukee-bucks-2018120715/,Sat, 08 Dec 2018 02:30:00,7294
2018120721,nba.g.2074712,nba.t.21,nba.t.14,https://sports.yahoo.com/nba/miami-heat-phoenix-suns-2018120721/,Sat, 08 Dec 2018 02:00:00,7295
2018120715,nba.g.2073738,nba.t.15,nba.t.9,https://sports.yahoo.com/nba/golden-state-warriors-milwaukee-bucks-2018120715/,Sat, 08 Dec 2018 02:30:00,7295
2018120806,nba.g.2074329,nba.t.6,nba.t.10,https://sports.yahoo.com/nba/houston-rockets-dallas-mavericks-2018120806/,Sat, 08 Dec 2018 23:00:00,7334
2018120811,nba.g.2073842,nba.t.11,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-indiana-pacers-2018120811/,Sun, 09 Dec 2018 00:00:00,7334
2018120805,nba.g.2073687,nba.t.5,nba.t.27,https://sports.yahoo.com/nba/washington-wizards-cleveland-cavaliers-2018120805/,Sun, 09 Dec 2018 00:30:00,7334
2018120801,nba.g.2074554,nba.t.1,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-atlanta-hawks-2018120801/,Sun, 09 Dec 2018 00:30:00,7334
2018120818,nba.g.2074605,nba.t.18,nba.t.17,https://sports.yahoo.com/nba/brooklyn-nets-new-york-knicks-2018120818/,Sun, 09 Dec 2018 00:30:00,7334
2018120804,nba.g.2073663,nba.t.4,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-chicago-bulls-2018120804/,Sun, 09 Dec 2018 01:00:00,7334
2018120829,nba.g.2074136,nba.t.29,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-memphis-grizzlies-2018120829/,Sun, 09 Dec 2018 01:00:00,7334
2018120822,nba.g.2074122,nba.t.22,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-portland-trail-blazers-2018120822/,Sun, 09 Dec 2018 03:00:00,7334
2018120812,nba.g.2073832,nba.t.12,nba.t.14,https://sports.yahoo.com/nba/miami-heat-los-angeles-clippers-2018120812/,Sun, 09 Dec 2018 03:30:00,7334
2018120811,nba.g.2073842,nba.t.11,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-indiana-pacers-2018120811/,Sun, 09 Dec 2018 00:00:00,7300
2018120805,nba.g.2073687,nba.t.5,nba.t.27,https://sports.yahoo.com/nba/washington-wizards-cleveland-cavaliers-2018120805/,Sun, 09 Dec 2018 00:30:00,7300
2018120801,nba.g.2074554,nba.t.1,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-atlanta-hawks-2018120801/,Sun, 09 Dec 2018 00:30:00,7300
2018120818,nba.g.2074605,nba.t.18,nba.t.17,https://sports.yahoo.com/nba/brooklyn-nets-new-york-knicks-2018120818/,Sun, 09 Dec 2018 00:30:00,7300
2018120804,nba.g.2073663,nba.t.4,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-chicago-bulls-2018120804/,Sun, 09 Dec 2018 01:00:00,7300
2018120829,nba.g.2074136,nba.t.29,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-memphis-grizzlies-2018120829/,Sun, 09 Dec 2018 01:00:00,7300
2018120822,nba.g.2074122,nba.t.22,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-portland-trail-blazers-2018120822/,Sun, 09 Dec 2018 03:00:00,7300
2018120812,nba.g.2073832,nba.t.12,nba.t.14,https://sports.yahoo.com/nba/miami-heat-los-angeles-clippers-2018120812/,Sun, 09 Dec 2018 03:30:00,7300
2018120804,nba.g.2073663,nba.t.4,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-chicago-bulls-2018120804/,Sun, 09 Dec 2018 01:00:00,7301
2018120829,nba.g.2074136,nba.t.29,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-memphis-grizzlies-2018120829/,Sun, 09 Dec 2018 01:00:00,7301
2018120822,nba.g.2074122,nba.t.22,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-portland-trail-blazers-2018120822/,Sun, 09 Dec 2018 03:00:00,7301
2018120812,nba.g.2073832,nba.t.12,nba.t.14,https://sports.yahoo.com/nba/miami-heat-los-angeles-clippers-2018120812/,Sun, 09 Dec 2018 03:30:00,7301
2018120822,nba.g.2074122,nba.t.22,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-portland-trail-blazers-2018120822/,Sun, 09 Dec 2018 03:00:00,7302
2018120812,nba.g.2073832,nba.t.12,nba.t.14,https://sports.yahoo.com/nba/miami-heat-los-angeles-clippers-2018120812/,Sun, 09 Dec 2018 03:30:00,7302
2018120908,nba.g.2074368,nba.t.8,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-detroit-pistons-2018120908/,Sun, 09 Dec 2018 20:30:00,7307
2018120928,nba.g.2074391,nba.t.28,nba.t.15,https://sports.yahoo.com/nba/milwaukee-bucks-toronto-raptors-2018120928/,Sun, 09 Dec 2018 23:00:00,7307
2018120924,nba.g.2074819,nba.t.24,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-san-antonio-spurs-2018120924/,Mon, 10 Dec 2018 00:00:00,7307
2018120918,nba.g.2074614,nba.t.18,nba.t.30,https://sports.yahoo.com/nba/charlotte-hornets-new-york-knicks-2018120918/,Mon, 10 Dec 2018 00:30:00,7307
2018120928,nba.g.2074391,nba.t.28,nba.t.15,https://sports.yahoo.com/nba/milwaukee-bucks-toronto-raptors-2018120928/,Sun, 09 Dec 2018 23:00:00,7340
2018120924,nba.g.2074819,nba.t.24,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-san-antonio-spurs-2018120924/,Mon, 10 Dec 2018 00:00:00,7340
2018120918,nba.g.2074614,nba.t.18,nba.t.30,https://sports.yahoo.com/nba/charlotte-hornets-new-york-knicks-2018120918/,Mon, 10 Dec 2018 00:30:00,7340
2018120924,nba.g.2074819,nba.t.24,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-san-antonio-spurs-2018120924/,Mon, 10 Dec 2018 00:00:00,7308
2018120918,nba.g.2074614,nba.t.18,nba.t.30,https://sports.yahoo.com/nba/charlotte-hornets-new-york-knicks-2018120918/,Mon, 10 Dec 2018 00:30:00,7308
2018121011,nba.g.2073850,nba.t.11,nba.t.27,https://sports.yahoo.com/nba/washington-wizards-indiana-pacers-2018121011/,Tue, 11 Dec 2018 00:00:00,7312
2018121020,nba.g.2074756,nba.t.20,nba.t.8,https://sports.yahoo.com/nba/detroit-pistons-philadelphia-76ers-2018121020/,Tue, 11 Dec 2018 00:00:00,7312
2018121002,nba.g.2074230,nba.t.2,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-boston-celtics-2018121002/,Tue, 11 Dec 2018 00:30:00,7312
2018121004,nba.g.2073666,nba.t.4,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-chicago-bulls-2018121004/,Tue, 11 Dec 2018 01:00:00,7312
2018121015,nba.g.2073750,nba.t.15,nba.t.5,https://sports.yahoo.com/nba/cleveland-cavaliers-milwaukee-bucks-2018121015/,Tue, 11 Dec 2018 01:00:00,7312
2018121025,nba.g.2074519,nba.t.25,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-oklahoma-city-thunder-2018121025/,Tue, 11 Dec 2018 01:00:00,7312
2018121006,nba.g.2074351,nba.t.6,nba.t.19,https://sports.yahoo.com/nba/orlando-magic-dallas-mavericks-2018121006/,Tue, 11 Dec 2018 01:30:00,7312
2018121007,nba.g.2073934,nba.t.7,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-denver-nuggets-2018121007/,Tue, 11 Dec 2018 02:00:00,7312
2018121021,nba.g.2074717,nba.t.21,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-phoenix-suns-2018121021/,Tue, 11 Dec 2018 02:00:00,7312
2018121013,nba.g.2073685,nba.t.13,nba.t.14,https://sports.yahoo.com/nba/miami-heat-los-angeles-lakers-2018121013/,Tue, 11 Dec 2018 03:30:00,7312
2018121009,nba.g.2074203,nba.t.9,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-golden-state-warriors-2018121009/,Tue, 11 Dec 2018 03:30:00,7312
2018121004,nba.g.2073666,nba.t.4,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-chicago-bulls-2018121004/,Tue, 11 Dec 2018 01:00:00,7313
2018121015,nba.g.2073750,nba.t.15,nba.t.5,https://sports.yahoo.com/nba/cleveland-cavaliers-milwaukee-bucks-2018121015/,Tue, 11 Dec 2018 01:00:00,7313
2018121025,nba.g.2074519,nba.t.25,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-oklahoma-city-thunder-2018121025/,Tue, 11 Dec 2018 01:00:00,7313
2018121006,nba.g.2074351,nba.t.6,nba.t.19,https://sports.yahoo.com/nba/orlando-magic-dallas-mavericks-2018121006/,Tue, 11 Dec 2018 01:30:00,7313
2018121007,nba.g.2073934,nba.t.7,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-denver-nuggets-2018121007/,Tue, 11 Dec 2018 02:00:00,7313
2018121021,nba.g.2074717,nba.t.21,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-phoenix-suns-2018121021/,Tue, 11 Dec 2018 02:00:00,7313
2018121013,nba.g.2073685,nba.t.13,nba.t.14,https://sports.yahoo.com/nba/miami-heat-los-angeles-lakers-2018121013/,Tue, 11 Dec 2018 03:30:00,7313
2018121009,nba.g.2074203,nba.t.9,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-golden-state-warriors-2018121009/,Tue, 11 Dec 2018 03:30:00,7313
2018121007,nba.g.2073934,nba.t.7,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-denver-nuggets-2018121007/,Tue, 11 Dec 2018 02:00:00,7314
2018121021,nba.g.2074717,nba.t.21,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-phoenix-suns-2018121021/,Tue, 11 Dec 2018 02:00:00,7314
2018121013,nba.g.2073685,nba.t.13,nba.t.14,https://sports.yahoo.com/nba/miami-heat-los-angeles-lakers-2018121013/,Tue, 11 Dec 2018 03:30:00,7314
2018121009,nba.g.2074203,nba.t.9,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-golden-state-warriors-2018121009/,Tue, 11 Dec 2018 03:30:00,7314
2018121013,nba.g.2073685,nba.t.13,nba.t.14,https://sports.yahoo.com/nba/miami-heat-los-angeles-lakers-2018121013/,Tue, 11 Dec 2018 03:30:00,7315
2018121009,nba.g.2074203,nba.t.9,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-golden-state-warriors-2018121009/,Tue, 11 Dec 2018 03:30:00,7315
2018121110,nba.g.2074402,nba.t.10,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-houston-rockets-2018121110/,Wed, 12 Dec 2018 01:00:00,7324
2018121124,nba.g.2074823,nba.t.24,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-san-antonio-spurs-2018121124/,Wed, 12 Dec 2018 01:30:00,7324
2018121112,nba.g.2073845,nba.t.12,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-los-angeles-clippers-2018121112/,Wed, 12 Dec 2018 03:30:00,7324
2018121124,nba.g.2074823,nba.t.24,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-san-antonio-spurs-2018121124/,Wed, 12 Dec 2018 01:30:00,7365
2018121112,nba.g.2073845,nba.t.12,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-los-angeles-clippers-2018121112/,Wed, 12 Dec 2018 03:30:00,7365
2018121205,nba.g.2073692,nba.t.5,nba.t.18,https://sports.yahoo.com/nba/new-york-knicks-cleveland-cavaliers-2018121205/,Thu, 13 Dec 2018 00:00:00,7328
2018121211,nba.g.2073855,nba.t.11,nba.t.15,https://sports.yahoo.com/nba/milwaukee-bucks-indiana-pacers-2018121211/,Thu, 13 Dec 2018 00:00:00,7328
2018121230,nba.g.2073867,nba.t.30,nba.t.8,https://sports.yahoo.com/nba/detroit-pistons-charlotte-hornets-2018121230/,Thu, 13 Dec 2018 00:00:00,7328
2018121227,nba.g.2073881,nba.t.27,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-washington-wizards-2018121227/,Thu, 13 Dec 2018 00:00:00,7328
2018121220,nba.g.2074760,nba.t.20,nba.t.17,https://sports.yahoo.com/nba/brooklyn-nets-philadelphia-76ers-2018121220/,Thu, 13 Dec 2018 00:00:00,7328
2018121229,nba.g.2074140,nba.t.29,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-memphis-grizzlies-2018121229/,Thu, 13 Dec 2018 01:00:00,7328
2018121203,nba.g.2074582,nba.t.3,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-new-orleans-pelicans-2018121203/,Thu, 13 Dec 2018 01:00:00,7328
2018121206,nba.g.2074357,nba.t.6,nba.t.1,https://sports.yahoo.com/nba/atlanta-hawks-dallas-mavericks-2018121206/,Thu, 13 Dec 2018 01:30:00,7328
2018121226,nba.g.2074255,nba.t.26,nba.t.14,https://sports.yahoo.com/nba/miami-heat-utah-jazz-2018121226/,Thu, 13 Dec 2018 02:00:00,7328
2018121223,nba.g.2074747,nba.t.23,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-sacramento-kings-2018121223/,Thu, 13 Dec 2018 03:00:00,7328
2018121209,nba.g.2074209,nba.t.9,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-golden-state-warriors-2018121209/,Thu, 13 Dec 2018 03:30:00,7328
2018121229,nba.g.2074140,nba.t.29,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-memphis-grizzlies-2018121229/,Thu, 13 Dec 2018 01:00:00,7329
2018121203,nba.g.2074582,nba.t.3,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-new-orleans-pelicans-2018121203/,Thu, 13 Dec 2018 01:00:00,7329
2018121206,nba.g.2074357,nba.t.6,nba.t.1,https://sports.yahoo.com/nba/atlanta-hawks-dallas-mavericks-2018121206/,Thu, 13 Dec 2018 01:30:00,7329
2018121226,nba.g.2074255,nba.t.26,nba.t.14,https://sports.yahoo.com/nba/miami-heat-utah-jazz-2018121226/,Thu, 13 Dec 2018 02:00:00,7329
2018121223,nba.g.2074747,nba.t.23,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-sacramento-kings-2018121223/,Thu, 13 Dec 2018 03:00:00,7329
2018121209,nba.g.2074209,nba.t.9,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-golden-state-warriors-2018121209/,Thu, 13 Dec 2018 03:30:00,7329
2018121226,nba.g.2074255,nba.t.26,nba.t.14,https://sports.yahoo.com/nba/miami-heat-utah-jazz-2018121226/,Thu, 13 Dec 2018 02:00:00,7330
2018121223,nba.g.2074747,nba.t.23,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-sacramento-kings-2018121223/,Thu, 13 Dec 2018 03:00:00,7330
2018121209,nba.g.2074209,nba.t.9,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-golden-state-warriors-2018121209/,Thu, 13 Dec 2018 03:30:00,7330
2018121223,nba.g.2074747,nba.t.23,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-sacramento-kings-2018121223/,Thu, 13 Dec 2018 03:00:00,7331
2018121209,nba.g.2074209,nba.t.9,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-golden-state-warriors-2018121209/,Thu, 13 Dec 2018 03:30:00,7331
2018121310,nba.g.2074406,nba.t.10,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-houston-rockets-2018121310/,Fri, 14 Dec 2018 01:00:00,7336
2018121324,nba.g.2074827,nba.t.24,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-san-antonio-spurs-2018121324/,Fri, 14 Dec 2018 01:30:00,7336
2018121319,nba.g.2074153,nba.t.19,nba.t.4,https://sports.yahoo.com/nba/chicago-bulls-orlando-magic-2018121319/,Fri, 14 Dec 2018 02:30:00,7336
2018121321,nba.g.2074723,nba.t.21,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-phoenix-suns-2018121321/,Fri, 14 Dec 2018 03:30:00,7336
2018121319,nba.g.2074153,nba.t.19,nba.t.4,https://sports.yahoo.com/nba/chicago-bulls-orlando-magic-2018121319/,Fri, 14 Dec 2018 02:30:00,7337
2018121321,nba.g.2074723,nba.t.21,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-phoenix-suns-2018121321/,Fri, 14 Dec 2018 03:30:00,7337
2018121430,nba.g.2073873,nba.t.30,nba.t.18,https://sports.yahoo.com/nba/new-york-knicks-charlotte-hornets-2018121430/,Sat, 15 Dec 2018 00:00:00,7342
2018121402,nba.g.2074236,nba.t.2,nba.t.1,https://sports.yahoo.com/nba/atlanta-hawks-boston-celtics-2018121402/,Sat, 15 Dec 2018 00:00:00,7342
2018121405,nba.g.2073697,nba.t.5,nba.t.15,https://sports.yahoo.com/nba/milwaukee-bucks-cleveland-cavaliers-2018121405/,Sat, 15 Dec 2018 00:30:00,7342
2018121417,nba.g.2074127,nba.t.17,nba.t.27,https://sports.yahoo.com/nba/washington-wizards-brooklyn-nets-2018121417/,Sat, 15 Dec 2018 00:30:00,7342
2018121420,nba.g.2074762,nba.t.20,nba.t.11,https://sports.yahoo.com/nba/indiana-pacers-philadelphia-76ers-2018121420/,Sat, 15 Dec 2018 00:30:00,7342
2018121429,nba.g.2074147,nba.t.29,nba.t.14,https://sports.yahoo.com/nba/miami-heat-memphis-grizzlies-2018121429/,Sat, 15 Dec 2018 01:00:00,7342
2018121407,nba.g.2073941,nba.t.7,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-denver-nuggets-2018121407/,Sat, 15 Dec 2018 03:00:00,7342
2018121422,nba.g.2074124,nba.t.22,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-portland-trail-blazers-2018121422/,Sat, 15 Dec 2018 03:00:00,7342
2018121423,nba.g.2074750,nba.t.23,nba.t.9,https://sports.yahoo.com/nba/golden-state-warriors-sacramento-kings-2018121423/,Sat, 15 Dec 2018 03:00:00,7342
2018121429,nba.g.2074147,nba.t.29,nba.t.14,https://sports.yahoo.com/nba/miami-heat-memphis-grizzlies-2018121429/,Sat, 15 Dec 2018 01:00:00,7343
2018121407,nba.g.2073941,nba.t.7,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-denver-nuggets-2018121407/,Sat, 15 Dec 2018 03:00:00,7343
2018121422,nba.g.2074124,nba.t.22,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-portland-trail-blazers-2018121422/,Sat, 15 Dec 2018 03:00:00,7343
2018121423,nba.g.2074750,nba.t.23,nba.t.9,https://sports.yahoo.com/nba/golden-state-warriors-sacramento-kings-2018121423/,Sat, 15 Dec 2018 03:00:00,7343
2018121407,nba.g.2073941,nba.t.7,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-denver-nuggets-2018121407/,Sat, 15 Dec 2018 03:00:00,7344
2018121422,nba.g.2074124,nba.t.22,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-portland-trail-blazers-2018121422/,Sat, 15 Dec 2018 03:00:00,7344
